20170919120831,00-00-00-00-00-01,10.0.0.1,10.0.0.2,1,1,98,1,122000000,1,98,1,122000000,87.344029
20170919120831,00-00-00-00-00-01,10.0.0.2,10.0.0.1,1,1,98,1,54000000,1,98,1,54000000,92.979127
